"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"Drift to war lessened?","Hopeful words in Commons","Our Parliamentary Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1959-10-30","Oct 30, 1959","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184596831?accountid=10792&bdid=57410&_bd=cPVKPD94ass9rjWdp2xk3PsJrCI%3D",""
"Maudling, the lost leader","","","The Observer (1901- 2003)","Historical Newspapers","","","","1979-02-18","Feb 18, 1979","13","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476478481?accountid=10792&bdid=57410&_bd=H5vc9HyIo5%2FohMwKLe7SNYoD14E%3D",""
"April 22, 2003 (Page 17 of 68)","","","(Page 17 of 68)","Historical Newspapers","","","","2003-04-22","Apr 22, 2003","17","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713406035?accountid=10792&bdid=57410&_bd=TH8cdo9m7qnAtAPGmru7zWUJggg%3D",""
"January 4, 2013 (Page 7)","","","(Page 7)","Historical Newspapers","","","","2013-01-04","Jan 4, 2013","7","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745075444?accountid=10792&bdid=57410&_bd=pLubdLWtjEFtSdauADtvRvUX2YA%3D",""
"Warwick Charlton","","Patrick Skene Catling","The Guardian (1959-2003)","Historical Newspapers","","","","2003-01-03","Jan 3, 2003","20","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188997302?accountid=10792&bdid=57410&_bd=YrjkpCDHsReAFFCWYBUwgQIDG%2FU%3D",""
"October 6, 2017 (Page 23)","","","(Page 23)","Historical Newspapers","","","","2017-10-06","Oct 6, 2017","23","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746564693?accountid=10792&bdid=57410&_bd=DDZAipYKIxJyOhOQmIWb%2F6km%2Bl0%3D",""
"Iraq inquiry bombshell","","Norton-Taylor, Richard; White, Michael","The Guardian (1959-2003)","Historical Newspapers","","","","1994-01-13","Jan 13, 1994","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187564163?accountid=10792&bdid=57410&_bd=6fTmvjh%2Fn3R9R%2FOGqtpi0FR1tts%3D",""
"What makes Rupert run ?","Tom Baistow on the career and values of a media tycoon","Baistow, Tom","The Guardian (1959-2003)","Historical Newspapers","","","","1983-07-07","Jul 7, 1983","18","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186503392?accountid=10792&bdid=57410&_bd=m9G%2F6P%2BnbYyP7l2qiP8USKislDU%3D",""
"A judge who was always his own man","J. A. G. GRIFFITH, Professor of Public Law In the University of London, looks back on Lord Denning's career and finds evidence of a certain Innocence","Griffith, J A G","The Observer (1901- 2003)","Historical Newspapers","","","","1982-05-30","May 30, 1982","8","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476756465?accountid=10792&bdid=57410&_bd=JrbsSaqdNaafIzzlekf8OqhIVys%3D",""
"Can Liberals double vote?","Leeds S. fight for second place","Driver, Christopher","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-20","Jun 20, 1963","16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184960498?accountid=10792&bdid=57410&_bd=yGv1KXRN8xcfh1lDN%2B29ydrP2pU%3D",""
"Forward with the Conservatives","","","The Guardian (1959-2003)","Historical Newspapers","","","","1964-01-01","Jan 1, 1964","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184920275?accountid=10792&bdid=57410&_bd=zeAn4K1Hl6G46oIPlwoRFAxtoCE%3D",""
"December 8, 2017 (Page 39)","","","(Page 39)","Historical Newspapers","","","","2017-12-08","Dec 8, 2017","39","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746553609?accountid=10792&bdid=57410&_bd=R0%2BKh4qF5SDGRAThJW0UMeAU%2Bw0%3D",""
"May 24, 2002 (Page 167 of 196)","","","(Page 167 of 196)","Historical Newspapers","","","","2002-05-24","May 24, 2002","167","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713273529?accountid=10792&bdid=57410&_bd=aUC9Rr9lp%2F%2F27sh%2BZG1fItXC6zk%3D",""
"Return to 11-plus? That's a red herring","","Hugill, Barry","The Observer (1901- 2003)","Historical Newspapers","","","","1994-01-02","Jan 2, 1994","22","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477598131?accountid=10792&bdid=57410&_bd=BqqVijbJvQZ3klEEGUp4HZRS1o0%3D",""
"The folk festival","","Moorhouse, Geoffrey","The Guardian (1959-2003)","Historical Newspapers","","","","1964-10-17","Oct 17, 1964","6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185139123?accountid=10792&bdid=57410&_bd=RdAEsgRzAL92Axfq8AoYHZUyvCg%3D",""
"January 30, 1995 (Page 27 of 72)","","","(Page 27 of 72)","Historical Newspapers","","","","1995-01-30","Jan 30, 1995","27","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713025030?accountid=10792&bdid=57410&_bd=o1xlVxjaNPduTjmZ8uOvWA8llj0%3D",""
"Women talking","","Stott, Mary","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-01","Jul 1, 1963","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184975220?accountid=10792&bdid=57410&_bd=gD%2FEfCdhiu8S0QToAOQ8eTnKaSM%3D",""
"Puritan posture","","Cameron, James","The Guardian (1959-2003)","Historical Newspapers","","","","1976-02-09","Feb 9, 1976","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185852669?accountid=10792&bdid=57410&_bd=8o%2B1vZ3BfBIningMu350mWNXrUs%3D",""
"Smallweed","","","The Guardian (1959-2003)","Historical Newspapers","","","","1999-01-23","Jan 23, 1999","B2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188268405?accountid=10792&bdid=57410&_bd=K2DFrorwSFdViJLhFs%2F%2Bs2xamPU%3D",""
"SAYINGS OF THE YEAR","A further selection from THE OBSERVER'S weekly feature","","The Observer (1901- 2003)","Historical Newspapers","","","","1959-12-27","Dec 27, 1959","15","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475469185?accountid=10792&bdid=57410&_bd=TIjeAj9fHa6VQYQNkeZvoOeA3xg%3D",""
"The wrong Tory scapegoat","","","The Guardian (1959-2003)","Historical Newspapers","","","","1975-03-15","Mar 15, 1975","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185801080?accountid=10792&bdid=57410&_bd=nE4mWsPnSXlD%2BC5BgLasbHnc5FA%3D",""
"Article 2 -- No Title","","Watson, Shane","The Guardian (1959-2003)","Historical Newspapers","","","","2001-02-23","Feb 23, 2001","A5","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188636443?accountid=10792&bdid=57410&_bd=fZ6GZF3fLnw5zyQT8dCPRtpCPBI%3D",""
"Do you promise not to tell?","MI5 wants to recruit teachers - as long as they're prepared to lie about their new career. Merope Mills examines the pressures of having a top secret job","Mills, Merope","The Guardian (1959-2003)","Historical Newspapers","","","","2000-09-20","Sep 20, 2000","A10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188582218?accountid=10792&bdid=57410&_bd=%2FIEl7kKrWanbRFkqMgdHkxAlFt4%3D",""
"London Letter","Speaking of Mr Speaker","Torode, John","The Guardian (1959-2003)","Historical Newspapers","","","","1976-11-06","Nov 6, 1976","11","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185843275?accountid=10792&bdid=57410&_bd=Im7P61QXbI5Nwx2omIObzqsbKFY%3D",""
"Fireside talk","","Boyd, Francis","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-16","Jul 16, 1963","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184989984?accountid=10792&bdid=57410&_bd=lxIPsfQ7mxQxr%2FUavwm8WgjkpPw%3D",""
"Kennedy's aides feel: Britain letting us down","","Hodgson, Godfrey","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-30","Jun 30, 1963","5","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475658970?accountid=10792&bdid=57410&_bd=8w2DaYk5P5uOs1AekSmYXjkV3jI%3D",""
"July 23, 1993 (Page 14 of 68)","","","(Page 14 of 68)","Historical Newspapers","","","","1993-07-23","Jul 23, 1993","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713056332?accountid=10792&bdid=57410&_bd=yQIJ1pM%2Bj2aaAcNX6x8wIlR5y3Q%3D",""
"HOW MI5 SET A MANTRAP FOR WILSON","","Leigh, David","The Observer (1901- 2003)","Historical Newspapers","","","","1987-05-03","May 3, 1987","9","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477109037?accountid=10792&bdid=57410&_bd=MiRMoxO2Ido6vFX5R4moO2OBk3M%3D",""
"A great curmudgeon","","Critchley, Julian","The Observer (1901- 2003)","Historical Newspapers","","","","1993-06-27","Jun 27, 1993","61","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477546018?accountid=10792&bdid=57410&_bd=%2BTD%2FBWISwXfUPJ52yvQZjFc0s%2BA%3D",""
"January 15, 2014 (Page 26)","","","(Page 26)","Historical Newspapers","","","","2014-01-15","Jan 15, 2014","26","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744943343?accountid=10792&bdid=57410&_bd=SPy4Y6yeJNi6GTzRYrtU4F4bUAg%3D",""
"Failure of Hosenball appeal sets poser","","Walker, Martin","The Guardian (1959-2003)","Historical Newspapers","","","","1977-03-30","Mar 30, 1977","5","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185928055?accountid=10792&bdid=57410&_bd=aoyPQmNyzZhFj6GBJk6%2BzRsyAuo%3D",""
"September 30, 1997 (Page 14 of 76)","","","(Page 14 of 76)","Historical Newspapers","","","","1997-09-30","Sep 30, 1997","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713601671?accountid=10792&bdid=57410&_bd=HLZH2QAGrv13QZiQEkuWWIaN44g%3D",""
"A measure of confidence","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-10","Jun 10, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184869460?accountid=10792&bdid=57410&_bd=T%2FAwZ3ekLT1xKu7Sme%2Fd8JEgRdk%3D",""
"A quiet day for gilt-edged","Firm features in textiles","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-26","Jun 26, 1963","15","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184888482?accountid=10792&bdid=57410&_bd=TdDxbEl07tppRVZsxpEq0boQhAk%3D",""
"The spy they feared to try","","","The Guardian (1959-2003)","Historical Newspapers","","","","1979-11-16","Nov 16, 1979","15","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186107195?accountid=10792&bdid=57410&_bd=cvp6vyqvISmXj8GwADndnqq0Aqc%3D",""
"A dandy and his beanos","","Barber, Lynn","The Observer (1901- 2003)","Historical Newspapers","","","","1996-10-13","Oct 13, 1996","C16","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477842089?accountid=10792&bdid=57410&_bd=9guUPWVaOf6VEI544RKK1JM4usw%3D",""
"Heseltine's turn","","Foot, Michael","The Guardian (1959-2003)","Historical Newspapers","","","","1987-09-04","Sep 4, 1987","15","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186745246?accountid=10792&bdid=57410&_bd=p2GHTHfJkYBohKWKycpCKXnpciw%3D",""
"February 20, 2007 (Page 44)","","","(Page 44)","Historical Newspapers","","","","2007-02-20","Feb 20, 2007","44","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2736234543?accountid=10792&bdid=57410&_bd=ndkTvjZrCQNtcRwCZVHN7IYi3XU%3D",""
"100 Women YOUR VERDICT","","","The Observer (1901- 2003)","Historical Newspapers","","","","1995-12-24","Dec 24, 1995","68","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477779172?accountid=10792&bdid=57410&_bd=bV94GTQZPnUegkM4TSjAsLzqV%2FQ%3D",""
"Spy book judge says MI5 can act illegally","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1988-01-23","Jan 23, 1988","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186818061?accountid=10792&bdid=57410&_bd=pI%2Bhn1d8RZn%2FvKZTV33bGmhsJbk%3D",""
"June 21, 1963 (Page 1 of 28)","","","(Page 1 of 28)","Historical Newspapers","","","","1963-06-21","Jun 21, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712274539?accountid=10792&bdid=57410&_bd=DzNsyvOGRQ%2BBP1QDRAMmdMhKmtw%3D",""
"MPs drop their catches","","NORMAN SHRAPNEL our Parliamentary Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-31","Jul 31, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184960625?accountid=10792&bdid=57410&_bd=xeih66icjBi2JMrJEovn5J3sG8Y%3D",""
"Writ large","","Berlins, Marcel","The Guardian (1959-2003)","Historical Newspapers","","","","1989-04-07","Apr 7, 1989","38","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186869812?accountid=10792&bdid=57410&_bd=bHZmZAbjA6Swn1RPY9cxEp4%2F6rQ%3D",""
"Shares highest for two years","Politics in the wings","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-05","Sep 5, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184874623?accountid=10792&bdid=57410&_bd=ZPZk7w6HbuaIGWRLsyTST68Bi7g%3D",""
"Premier funked it, says Wilson","'He set up judicial inquiries instead of taking action'","Arnold-Foster, Mark","The Observer (1901- 2003)","Historical Newspapers","","","","1963-09-29","Sep 29, 1963","1","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475699787?accountid=10792&bdid=57410&_bd=TnjXb%2FBAK70OqmyJLUHBfbFQfS8%3D",""
"JUDGING THE JUDGES","","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-09-15","Sep 15, 1963","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475685141?accountid=10792&bdid=57410&_bd=ixyCFcw4ZuS0rLW65ARYtaO5O7Q%3D",""
"Labour wins both byelections","Liberal second at Deptford","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-05","Jul 5, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184953417?accountid=10792&bdid=57410&_bd=BlMfKUkRNUVIK3FjbTRen1uX0qw%3D",""
"Secret cold war files are scrapped by Foreign Office","","Leigh, David; Lashmar, Paul","The Observer (1901- 2003)","Historical Newspapers","","","","1982-02-28","Feb 28, 1982","4","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476735856?accountid=10792&bdid=57410&_bd=GqYsWHgr6ibDZbGPMVVgjufiCGY%3D",""
"Holmes & Bond to the rescue","","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-23","Jun 23, 1963","12","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475660282?accountid=10792&bdid=57410&_bd=UAG0%2F8QZ0%2FmOVtQHgs8%2FQ0AkGqI%3D",""
"The king-finders at work","Political Diary","Arnold-Forster, Mark","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-30","Jun 30, 1963","9","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475689980?accountid=10792&bdid=57410&_bd=jOuOgSCueyFOnbDM8cRzSYSQy24%3D",""
"November 19, 1975 (Page 5 of 36)","","","(Page 5 of 36)","Historical Newspapers","","","","1975-11-19","Nov 19, 1975","5","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712463066?accountid=10792&bdid=57410&_bd=15UG2DnPrN7ygTgj7crf%2FgVkS0I%3D",""
"Book at bathtime","","Reynolds, Stanley","The Guardian (1959-2003)","Historical Newspapers","","","","1974-11-16","Nov 16, 1974","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185756153?accountid=10792&bdid=57410&_bd=JO13%2Bh405QfDEWrYHqw6EOjZlXw%3D",""
"Father of Star Wars","","","The Guardian (1959-2003)","Historical Newspapers","","","","1987-07-03","Jul 3, 1987","32","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186710985?accountid=10792&bdid=57410&_bd=NKCBwKSrfRJL2XL8ejw7jKnanfM%3D",""
"review","THE RT. HON. GENTLEMAN","Nightingale, Benedict","The Guardian (1959-2003)","Historical Newspapers","","","","1964-05-19","May 19, 1964","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184957967?accountid=10792&bdid=57410&_bd=1WVAvTa%2BnpHjhPRTJ9CrPzMiewc%3D",""
"August 21, 2013 (Page 82)","","","(Page 82)","Historical Newspapers","","","","2013-08-21","Aug 21, 2013","82","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745023606?accountid=10792&bdid=57410&_bd=KwfMo8LAK9zEEsVgEMWebNWFpv4%3D",""
"November 1, 2013 (Page 41)","","","(Page 41)","Historical Newspapers","","","","2013-11-01","Nov 1, 2013","41","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745031055?accountid=10792&bdid=57410&_bd=BYPOG32wUbKTaL4ratMYBHR5JDY%3D",""
"Do we still need 'D' notices?","","","The Guardian (1959-2003)","Historical Newspapers","","","","1967-06-14","Jun 14, 1967","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185271232?accountid=10792&bdid=57410&_bd=8Rgsr8ZF5Ph3sXFXin160tH4Wtc%3D",""
